"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","Gate length (ns)","CZ error","RZZ error","MEASURE error","Operational"
"78","108.0720384054064","94.13590245070786","0.025146484375","0.03076171875","0.024169921875","1560","0.0003120673227478252","24","0.0003120673227478252","0","0.0003120673227478252","0.0003120673227478252","69:68;89:68","69:0.002002557727072002;89:0.002721836935460742","69:0.0017683547354369333;89:0.0029374762194566417","0.025146484375","Yes"
"79","127.36744360838286","49.65102274534507","0.0098876953125","0.0126953125","0.007080078125","1560","0.0003486162162139252","24","0.0003486162162139252","0","0.0003486162162139252","0.0003486162162139252","93:68;73:68","93:0.0024377591421459732;73:0.0021141249121839067","93:0.0021275172491455607;73:0.0020526380154951562","0.0098876953125","Yes"
"80","185.0829177554975","83.42888721686747","0.0115966796875","0.013427734375","0.009765625","1560","0.00031154053857871707","24","0.00031154053857871707","0","0.00031154053857871707","0.00031154053857871707","81:68","81:0.002131725888607494","81:0.0028116672924897446","0.0115966796875","Yes"
"81","193.14022319011812","20.226990418017287","0.03857421875","0.03271484375","0.04443359375","1560","0.00016346961564768235","24","0.00016346961564768235","0","0.00016346961564768235","0.00016346961564768235","80:68;82:68;76:68","80:0.002131725888607494;82:0.010165854673408525;76:0.0018151271239856548","80:0.0028116672924897446;82:0.002278756403192167;76:0.0028696523800171014","0.03857421875","Yes"
"82","155.4529569881756","32.6834567353383","0.0135498046875","0.013427734375","0.013671875","1560","0.00044131714786305637","24","0.00044131714786305637","0","0.00044131714786305637","0.00044131714786305637","81:68;83:68","81:0.010165854673408525;83:0.006141924877476501","81:0.002278756403192167;83:0.007886752425675186","0.0135498046875","Yes"
"83","213.16277274012947","65.12570225634012","0.2098388671875","0.19873046875","0.220947265625","1560","0.0002459991719881576","24","0.0002459991719881576","0","0.0002459991719881576","0.0002459991719881576","96:68;82:68;84:68","96:0.0023105639536364353;82:0.006141924877476501;84:0.0029676964560925168","96:0.0027586392445248797;82:0.007886752425675186;84:0.0028478555233306113","0.2098388671875","Yes"
"84","100.95675871318034","104.25203988277117","0.0059814453125","0.008544921875","0.00341796875","1560","0.0003233179838171076","24","0.0003233179838171076","0","0.0003233179838171076","0.0003233179838171076","83:68;85:68","83:0.0029676964560925168;85:0.003780154751351933","83:0.0028478555233306113;85:0.0023196531717233626","0.0059814453125","Yes"
"85","187.8011356294341","36.689884556717914","0.01220703125","0.0126953125","0.01171875","1560","0.00038512081659437857","24","0.00038512081659437857","0","0.00038512081659437857","0.00038512081659437857","77:68;86:68;84:68","77:0.004285887074893552;86:0.0041851911934190356;84:0.003780154751351933","77:0.002495372861761491;86:0.0024012423903353453;84:0.0023196531717233626","0.01220703125","Yes"
"86","205.3371386707243","105.52139488308713","0.008056640625","0.009765625","0.00634765625","1560","0.0003007407145394669","24","0.0003007407145394669","0","0.0003007407145394669","0.0003007407145394669","85:68;87:68","85:0.0041851911934190356;87:0.0022094747216433452","85:0.0024012423903353453;87:0.0015894730572993676","0.008056640625","Yes"
"87","129.38108742425575","127.08077082552899","0.079833984375","0.07421875","0.08544921875","1560","0.0002794161892957856","24","0.0002794161892957856","0","0.0002794161892957856","0.0002794161892957856","86:68;88:68;97:68","86:0.0022094747216433452;88:0.002420736661316647;97:0.002432674276143215","86:0.0015894730572993676;88:0.0015615105868101997;97:0.002429101460838523","0.079833984375","Yes"
"88","107.06500761927612","137.383107278286","0.0107421875","0.013427734375","0.008056640625","1560","0.00032788601909770367","24","0.00032788601909770367","0","0.00032788601909770367","0.00032788601909770367","87:68;89:68","87:0.002420736661316647;89:0.0022014924123263946","87:0.0015615105868101997;89:0.002432807815896304","0.0107421875","Yes"
"89","233.14071002007827","102.71429018372116","0.037841796875","0.042236328125","0.033447265625","1560","0.00022639459502470487","24","0.00022639459502470487","0","0.00022639459502470487","0.00022639459502470487","90:68;88:68;78:68","90:0.0024720336244093144;88:0.0022014924123263946;78:0.002721836935460742","90:0.0025002580155700505;88:0.002432807815896304;78:0.0029374762194566417","0.037841796875","Yes"
"90","161.6984536862111","166.54772752450458","0.0067138671875","0.00732421875","0.006103515625","1560","0.00039740312069426963","24","0.00039740312069426963","0","0.00039740312069426963","0.00039740312069426963","89:68;91:68","89:0.0024720336244093144;91:0.002464909681366506","89:0.0025002580155700505;91:0.002267831337315118","0.0067138671875","Yes"
"91","148.30775462256838","17.66556576377794","0.0611572265625","0.0693359375","0.052978515625","1560","0.00023143958215584876","24","0.00023143958215584876","0","0.00023143958215584876","0.00023143958215584876","98:68;90:68;92:68","98:0.001709904294686454;90:0.002464909681366506;92:0.0022816924050106657","98:0.0017988593078575588;90:0.002267831337315118;92:0.0020404822157908398","0.0611572265625","Yes"
"92","124.39541796291202","171.72992507947475","0.008544921875","0.012451171875","0.004638671875","1560","0.00032529374019735625","24","0.00032529374019735625","0","0.00032529374019735625","0.00032529374019735625","91:68;93:68","91:0.0022816924050106657;93:0.0020363023231599886","91:0.0020404822157908398;93:0.0024069477157298014","0.008544921875","Yes"
"93","136.59136148171882","128.1051792753828","0.031005859375","0.026611328125","0.035400390625","1560","0.0005354310618102036","24","0.0005354310618102036","0","0.0005354310618102036","0.0005354310618102036","94:68;79:68;92:68","94:0.0026402100735731793;79:0.0024377591421459732;92:0.0020363023231599886","94:0.0031240484437196347;79:0.0021275172491455607;92:0.0024069477157298014","0.031005859375","Yes"
"94","208.97234235289727","67.85665819143377","0.0101318359375","0.015380859375","0.0048828125","1560","0.0002953928412028924","24","0.0002953928412028924","0","0.0002953928412028924","0.0002953928412028924","93:68;95:68","93:0.0026402100735731793;95:0.002257141241355426","93:0.0031240484437196347;95:0.0026118739384221323","0.0101318359375","Yes"
"95","142.66095345048262","154.45143593503172","0.01171875","0.0205078125","0.00732421875","1560","0.0003896467257045832","24","0.0003896467257045832","0","0.0003896467257045832","0.0003896467257045832","99:68;94:68","99:0.0023745311117522594;94:0.002257141241355426","94:0.0026118739384221323","0.01171875","Yes"
"96","147.88879766856138","165.38311934032035","0.0106201171875","0.01123046875","0.010009765625","1560","0.00026322321752075546","24","0.00026322321752075546","0","0.00026322321752075546","0.00026322321752075546","83:68;103:68","83:0.0023105639536364353;103:0.006618375546023403","83:0.0027586392445248797;103:0.0038990137462179275","0.0106201171875","Yes"
"97","124.8610812832343","153.92881699959625","0.0089111328125","0.0107421875","0.007080078125","1560","0.0005733590270032843","24","0.0005733590270032843","0","0.0005733590270032843","0.0005733590270032843","87:68;107:68","87:0.002432674276143215;107:0.0019083844330477218","87:0.002429101460838523;107:0.002666903761762457","0.0089111328125","Yes"
"98","142.83776413596624","18.853935289404923","0.0115966796875","0.017822265625","0.00537109375","1560","0.00029934520000980956","24","0.00029934520000980956","0","0.00029934520000980956","0.00029934520000980956","91:68;111:68","91:0.001709904294686454;111:0.0025580398757779343","91:0.0017988593078575588;111:0.002971063033663568","0.0115966796875","Yes"
"99","84.69748344429132","29.04169152322467","0.0244140625","0.0302734375","0.0185546875","1560","0.00020750046727178358","24","0.00020750046727178358","0","0.00020750046727178358","0.00020750046727178358","115:68;95:68","115:0.0018887717704604845;95:0.0023745311117522594","","0.0244140625","Yes"
"100","172.2478055975247","36.57856671286466","0.0142822265625","0.019775390625","0.0087890625","1560","0.0009528133331357687","24","0.0009528133331357687","0","0.0009528133331357687","0.0009528133331357687","101:68","101:0.003172050195071996","101:0.00366941079235647","0.0142822265625","Yes"
"101","248.97759488650777","182.6781587444209","0.0643310546875","0.06884765625","0.059814453125","1560","0.00039373590689565014","24","0.00039373590689565014","0","0.00039373590689565014","0.00039373590689565014","100:68;116:68;102:68","100:0.003172050195071996;116:0.00233869667165168;102:0.011201521868456854","100:0.00366941079235647;116:0.0019322077037104979;102:0.002903497854871928","0.0643310546875","Yes"
"102","161.3407128495613","129.28779160006656","0.021728515625","0.03466796875","0.0087890625","1560","0.0004618407450343318","24","0.0004618407450343318","0","0.0004618407450343318","0.0004618407450343318","101:68;103:88","101:0.011201521868456854","101:0.002903497854871928","0.021728515625","Yes"
"103","154.75699559126784","160.8367463264371","0.0185546875","0.017822265625","0.019287109375","1560","0.00032202138600338515","24","0.00032202138600338515","0","0.00032202138600338515","0.00032202138600338515","104:68;96:68;102:88","104:0.006937133116156263;96:0.006618375546023403","104:0.003955532429172515;96:0.0038990137462179275","0.0185546875","Yes"
"104","139.37183868579848","107.13463881585824","0.0150146484375","0.015380859375","0.0146484375","1560","0.00021696932456415953","24","0.00021696932456415953","0","0.00021696932456415953","0.00021696932456415953","103:68;105:68","103:0.006937133116156263;105:0.002308116422268691","103:0.003955532429172515;105:0.002213372715945683","0.0150146484375","Yes"
"105","162.0780993845244","130.49391555734016","0.018310546875","0.021484375","0.01513671875","1560","0.0002945212641842382","24","0.0002945212641842382","0","0.0002945212641842382","0.0002945212641842382","104:68;106:68;117:68","104:0.002308116422268691;106:0.002034110151356322;117:0.0023994663612303957","104:0.002213372715945683;106:0.005468967692855764;117:0.003113548277572653","0.018310546875","Yes"
"106","169.9456586130113","188.99970546943055","0.0059814453125","0.00927734375","0.002685546875","1560","0.00021959240279275727","24","0.00021959240279275727","0","0.00021959240279275727","0.00021959240279275727","107:68;105:68","107:0.002145227839730063;105:0.002034110151356322","107:0.004728986901679028;105:0.005468967692855764","0.0059814453125","Yes"
"107","139.25714488571228","19.361630447094797","0.015380859375","0.021484375","0.00927734375","1560","0.0003695844744742174","24","0.0003695844744742174","0","0.0003695844744742174","0.0003695844744742174","106:68;108:68;97:68","106:0.002145227839730063;108:0.002296168726887482;97:0.0019083844330477218","106:0.004728986901679028;108:0.002157844178023227;97:0.002666903761762457","0.015380859375","Yes"
"108","183.46948216364632","151.38935875142278","0.012939453125","0.015625","0.01025390625","1560","0.0003641907648613766","24","0.0003641907648613766","0","0.0003641907648613766","0.0003641907648613766","107:68;109:68","107:0.002296168726887482;109:0.002300730937854739","107:0.002157844178023227;109:0.002009027802069435","0.012939453125","Yes"
"109","203.57581651396058","74.38401501249706","0.01806640625","0.01806640625","0.01806640625","1560","0.00029359844629664195","24","0.00029359844629664195","0","0.00029359844629664195","0.00029359844629664195","108:68;110:68;118:68","108:0.002300730937854739;110:0.0019894328144836604;118:0.002170545477205549","108:0.002009027802069435;110:0.002105679648717357;118:0.002254254839386821","0.01806640625","Yes"
"110","138.7054946555853","116.90964389640456","0.010498046875","0.017333984375","0.003662109375","1560","0.00027315165264537016","24","0.00027315165264537016","0","0.00027315165264537016","0.00027315165264537016","109:68;111:68","109:0.0019894328144836604;111:0.002212924305710906","109:0.002105679648717357;111:0.0023068945177567024","0.010498046875","Yes"
"111","87.1806347044722","87.99141421222028","0.0345458984375","0.03955078125","0.029541015625","1560","0.00023692386702104537","24","0.00023692386702104537","0","0.00023692386702104537","0.00023692386702104537","112:68;110:68;98:68","112:0.004373497342259947;110:0.002212924305710906;98:0.0025580398757779343","112:0.0019675523736307488;110:0.0023068945177567024;98:0.002971063033663568","0.0345458984375","Yes"
"112","174.66390289113454","142.78320113950494","0.009521484375","0.015625","0.01025390625","1560","0.000304573527099315","24","0.000304573527099315","0","0.000304573527099315","0.000304573527099315","111:68;113:68","111:0.004373497342259947;113:0.002247610981395892","111:0.0019675523736307488;113:0.0022997059478484516","0.009521484375","Yes"
"113","117.42739962378029","20.88162615496993","0.1378173828125","0.108154296875","0.16748046875","1560","0.00019921512551696277","24","0.00019921512551696277","0","0.00019921512551696277","0.00019921512551696277","119:68;112:68;114:68","119:0.002228739460635565;112:0.002247610981395892;114:0.0022837924422395295","119:0.003856621655414477;112:0.0022997059478484516;114:0.00687189768321228","0.1378173828125","Yes"
"114","96.70556668251507","86.74534489934324","0.0074462890625","0.0107421875","0.004150390625","1560","0.0002921841445487945","24","0.0002921841445487945","0","0.0002921841445487945","0.0002921841445487945","115:68;113:68","115:0.002616003015481816;113:0.0022837924422395295","115:0.006849122872038732;113:0.00687189768321228","0.0074462890625","Yes"
"115","186.19254725597676","258.94793797247047","0.00732421875","0.0087890625","0.005859375","1560","0.00029080712533239184","24","0.00029080712533239184","0","0.00029080712533239184","0.00029080712533239184","99:68;114:68","99:0.0018887717704604845;114:0.002616003015481816","114:0.006849122872038732","0.00732421875","Yes"
"116","164.99079881240152","163.28372540592767","0.04736328125","0.050048828125","0.044677734375","1560","0.0002318102740458528","24","0.0002318102740458528","0","0.0002318102740458528","0.0002318102740458528","101:68;121:68","101:0.00233869667165168;121:0.0018899439765074633","101:0.0019322077037104979;121:0.0018641882604707172","0.04736328125","Yes"
"117","117.90942214448198","159.09370883702815","0.022216796875","0.029052734375","0.015380859375","1560","0.00020619382802964121","24","0.00020619382802964121","0","0.00020619382802964121","0.00020619382802964121","105:68;125:68","105:0.0023994663612303957;125:0.002047291846839716","105:0.003113548277572653;125:0.0030945799743132274","0.022216796875","Yes"
"118","135.34066575275054","54.90177316532264","0.0125732421875","0.015869140625","0.00927734375","1560","0.00024053700435841047","24","0.00024053700435841047","0","0.00024053700435841047","0.00024053700435841047","109:68;129:68","109:0.002170545477205549;129:0.002357089637264498","109:0.002254254839386821;129:0.002013162170677568","0.0125732421875","Yes"
"119","117.22508440991464","145.39540048932676","0.0135498046875","0.017333984375","0.009765625","1560","0.0006491182065168192","24","0.0006491182065168192","0","0.0006491182065168192","0.0006491182065168192","113:68;133:68","113:0.002228739460635565;133:0.0026513088944929153","113:0.003856621655414477;133:0.0055005705114033465","0.0135498046875","Yes"
"120","198.17483390797693","246.72761277414466","0.009765625","0.0146484375","0.0048828125","1560","0.00021127572029087564","24","0.00021127572029087564","0","0.00021127572029087564","0.00021127572029087564","121:68","121:0.0021626325662745527","121:0.0022720157326650836","0.009765625","Yes"
"121","175.5156419640279","182.73648642598363","0.0162353515625","0.015380859375","0.01708984375","1560","0.0002576604950670665","24","0.0002576604950670665","0","0.0002576604950670665","0.0002576604950670665","120:68;122:68;116:68","120:0.0021626325662745527;122:0.0031685227188699427;116:0.0018899439765074633","120:0.0022720157326650836;122:0.003559528127315331;116:0.0018641882604707172","0.0162353515625","Yes"
"122","130.9745534443751","64.46750444585582","0.0078125","0.009033203125","0.006591796875","1560","0.00047924690105104694","24","0.00047924690105104694","0","0.00047924690105104694","0.00047924690105104694","121:68;123:68","121:0.0031685227188699427;123:0.002745150317052719","121:0.003559528127315331;123:0.0026151442088522547","0.0078125","Yes"
"123","163.6635875811594","158.51012997657594","0.01513671875","0.01318359375","0.01708984375","1560","0.0002223453253792136","24","0.0002223453253792136","0","0.0002223453253792136","0.0002223453253792136","136:68;124:68;122:68","136:0.0023961924816278124;124:0.0024846076838538067;122:0.002745150317052719","136:0.002729892744353868;124:0.0018433391036058455;122:0.0026151442088522547","0.01513671875","Yes"
"124","123.67717169074258","140.7426893674463","0.0101318359375","0.012451171875","0.0078125","1560","0.00035408554765516115","24","0.00035408554765516115","0","0.00035408554765516115","0.00035408554765516115","123:68;125:68","123:0.0024846076838538067;125:0.002160557747897529","123:0.0018433391036058455;125:0.002833136077118298","0.0101318359375","Yes"
"125","141.3701767716975","58.054726727076215","0.0362548828125","0.03662109375","0.035888671875","1560","0.0001695420427111397","24","0.0001695420427111397","0","0.0001695420427111397","0.0001695420427111397","117:68;124:68;126:68","117:0.002047291846839716;124:0.002160557747897529;126:0.004032164844607333","117:0.0030945799743132274;124:0.002833136077118298;126:0.0028702678178479657","0.0362548828125","Yes"
"126","124.84782113847729","79.6150033446492","0.00927734375","0.013916015625","0.004638671875","1560","0.0003418342687088495","24","0.0003418342687088495","0","0.0003418342687088495","0.0003418342687088495","127:68;125:68","127:0.0023395120531538305;125:0.004032164844607333","127:0.0032460958391319628;125:0.0028702678178479657","0.00927734375","Yes"
"127","151.7671410476347","162.33505429964512","0.044921875","0.0595703125","0.0302734375","1560","0.000230016221695957","24","0.000230016221695957","0","0.000230016221695957","0.000230016221695957","126:68;128:68;137:68","126:0.0023395120531538305;128:0.0022319410399433137;137:0.0016966192577036188","126:0.0032460958391319628;128:0.0024768704795694596;137:0.0021895214078466174","0.044921875","Yes"
"128","134.1605208141972","47.59498693985345","0.03759765625","0.043212890625","0.031982421875","1560","0.0002883203440010529","24","0.0002883203440010529","0","0.0002883203440010529","0.0002883203440010529","127:68;129:68","127:0.0022319410399433137;129:0.0026608727085009887","127:0.0024768704795694596;129:0.001950033379551408","0.03759765625","Yes"
"129","143.29056714399607","117.21679464708909","0.0228271484375","0.01953125","0.02392578125","1560","0.0002803153255074924","24","0.0002803153255074924","0","0.0002803153255074924","0.0002803153255074924","130:68;128:68;118:68","130:0.0025232049446491933;128:0.0026608727085009887;118:0.002357089637264498","130:0.0023842720032828946;128:0.001950033379551408;118:0.002013162170677568","0.0228271484375","Yes"
"130","190.13257602133183","110.84705545110917","0.006103515625","0.009521484375","0.002685546875","1560","0.0004972472511293268","24","0.0004972472511293268","0","0.0004972472511293268","0.0004972472511293268","129:68;131:68","129:0.0025232049446491933;131:0.0018946295730290774","129:0.0023842720032828946;131:0.004707223954462519","0.006103515625","Yes"
"131","179.88054637757955","195.81299301259634","0.1033935546875","0.107177734375","0.099609375","1560","0.00018270133585497833","24","0.00018270133585497833","0","0.00018270133585497833","0.00018270133585497833","138:68;130:68;132:68","138:0.0019558349117342333;130:0.0018946295730290774;132:0.0014458511043401456","138:0.006110797835916809;130:0.004707223954462519;132:0.006108872782232433","0.1033935546875","Yes"
"132","139.6078740842945","171.02307669233804","0.0048828125","0.00537109375","0.00439453125","1560","0.00018711471291548275","24","0.00018711471291548275","0","0.00018711471291548275","0.00018711471291548275","133:68;131:68","133:0.0023889158065054372;131:0.0014458511043401456","133:0.0037680218647464514;131:0.006108872782232433","0.0048828125","Yes"
"133","62.07558683933009","32.17945000892386","0.0155029296875","0.02001953125","0.010986328125","1560","0.0002793569537776301","24","0.0002793569537776301","0","0.0002793569537776301","0.0002793569537776301","132:68;134:68;119:68","132:0.0023889158065054372;134:0.002192886346931655;119:0.0026513088944929153","132:0.0037680218647464514;134:0.0028190163668296575;119:0.0055005705114033465","0.0155029296875","Yes"
"134","191.68248396500502","38.94652062545243","0.007568359375","0.0107421875","0.00439453125","1560","0.0003378122604427116","24","0.0003378122604427116","0","0.0003378122604427116","0.0003378122604427116","133:68;135:68","133:0.002192886346931655;135:0.001817134268941728","133:0.0028190163668296575;135:0.002011698195311218","0.007568359375","Yes"
"135","224.6121744714633","206.420882371614","0.0537109375","0.0517578125","0.0556640625","1560","0.0001885861144927103","24","0.0001885861144927103","0","0.0001885861144927103","0.0001885861144927103","134:68;139:68","134:0.001817134268941728;139:0.004146217894453547","134:0.002011698195311218;139:0.00397368643007015","0.0537109375","Yes"
"136","153.53605261975574","141.54094724583726","0.0045166015625","0.006103515625","0.0029296875","1560","0.0002614234890798732","24","0.0002614234890798732","0","0.0002614234890798732","0.0002614234890798732","123:68;143:68","123:0.0023961924816278124;143:0.0015473813759585564","123:0.002729892744353868;143:0.0018548531953115066","0.0045166015625","Yes"
"137","155.50065367266524","146.41663759077034","0.0093994140625","0.011474609375","0.00732421875","1560","0.00030079371968393066","24","0.00030079371968393066","0","0.00030079371968393066","0.00030079371968393066","147:68;127:68","147:0.002891873023306901;127:0.0016966192577036188","147:0.002757842127535798;127:0.0021895214078466174","0.0093994140625","Yes"
"138","116.19750489454316","142.406110738788","0.0103759765625","0.0126953125","0.008056640625","1560","0.0003228198379060092","24","0.0003228198379060092","0","0.0003228198379060092","0.0003228198379060092","151:68;131:68","151:0.0022855057552761404;131:0.0019558349117342333","151:0.002455666477344909;131:0.006110797835916809","0.0103759765625","Yes"
"139","123.34188369711089","42.38919337356202","0.0126953125","0.020263671875","0.005126953125","1560","0.0006089433530897264","24","0.0006089433530897264","0","0.0006089433530897264","0.0006089433530897264","155:68;135:68","155:0.002705828409645117;135:0.004146217894453547","155:0.0018379231433588994;135:0.00397368643007015","0.0126953125","Yes"
"140","127.49206134049415","197.16648385565762","0.0159912109375","0.020263671875","0.01171875","1560","0.0003219938735627217","24","0.0003219938735627217","0","0.0003219938735627217","0.0003219938735627217","141:68","141:0.010844580520836367","141:0.0020704192191804416","0.0159912109375","Yes"
"141","158.51000864575624","111.59177553381234","0.012939453125","0.017578125","0.00830078125","1560","0.00013493835466675712","24","0.00013493835466675712","0","0.00013493835466675712","0.00013493835466675712","140:68;142:68","140:0.010844580520836367;142:0.002577373684643558","140:0.0020704192191804416;142:0.0020967783083410685","0.012939453125","Yes"
"142","214.4218283169981","220.19721099583157","0.0103759765625","0.01513671875","0.005615234375","1560","0.00040441281607775517","24","0.00040441281607775517","0","0.00040441281607775517","0.00040441281607775517","143:68;141:68","143:0.00267513245442047;141:0.002577373684643558","143:0.002425341249505386;141:0.0020967783083410685","0.0103759765625","Yes"
"143","219.11427584804005","205.45710322768872","0.009033203125","0.01171875","0.00634765625","1560","0.00020136227574018672","24","0.00020136227574018672","0","0.00020136227574018672","0.00020136227574018672","142:68;144:68;136:68","142:0.00267513245442047;144:0.0021102050575510234;136:0.0015473813759585564","142:0.002425341249505386;144:0.0023789539573224605;136:0.0018548531953115066","0.009033203125","Yes"
"144","123.61480292088389","112.95352142605628","0.00634765625","0.005859375","0.0068359375","1560","0.0003293176985053619","24","0.0003293176985053619","0","0.0003293176985053619","0.0003293176985053619","145:68;143:68","145:0.002048895814320051;143:0.0021102050575510234","145:0.0015538908945263996;143:0.0023789539573224605","0.00634765625","Yes"
"145","198.18407532804775","156.4477301314274","0.040771484375","0.04052734375","0.041015625","1560","0.0002655696061757235","24","0.0002655696061757235","0","0.0002655696061757235","0.0002655696061757235","144:68;146:68","144:0.002048895814320051;146:0.0019246737919755286","144:0.0015538908945263996;146:0.0016561649824417823","0.040771484375","Yes"
"146","153.81085994432257","52.521575409881166","0.011474609375","0.01220703125","0.009521484375","1560","0.00019672337326851302","24","0.00019672337326851302","0","0.00019672337326851302","0.00019672337326851302","145:68;147:88","145:0.0019246737919755286;147:0.002692021161987662","145:0.0016561649824417823;147:0.0025672310750024796","0.011474609375","Yes"
"147","112.75833153722841","108.05062950598283","0.0098876953125","0.010498046875","0.00927734375","1560","0.0003214670613067683","24","0.0003214670613067683","0","0.0003214670613067683","0.0003214670613067683","148:68;137:68;146:88","148:0.0029021473679354814;137:0.002891873023306901;146:0.002692021161987662","148:0.0026237320276892295;137:0.002757842127535798;146:0.0025672310750024796","0.0098876953125","Yes"
"148","72.19180230591041","75.26526013530564","0.0084228515625","0.01171875","0.005126953125","1560","0.0003461109582544598","24","0.0003461109582544598","0","0.0003461109582544598","0.0003461109582544598","147:68;149:68","147:0.0029021473679354814;149:0.021418419178965448","147:0.0026237320276892295","0.0084228515625","Yes"
"149","69.46540402815991","5.543147361220862","0.0750732421875","0.094970703125","0.05517578125","1560","","24","","0","","","150:68;148:68","150:0.024653908128418833;148:0.021418419178965448","","0.0750732421875","Yes"
"150","146.8216400717178","6.477292476994843","0.0074462890625","0.012451171875","0.00244140625","1560","0.0006917430470191811","24","0.0006917430470191811","0","0.0006917430470191811","0.0006917430470191811","149:68;151:68","149:0.024653908128418833;151:0.007294690785560193","151:0.007800693467908071","0.0074462890625","Yes"
"151","84.85716512788717","115.81063427190281","0.0152587890625","0.02099609375","0.009521484375","1560","0.00018288707886258602","24","0.00018288707886258602","0","0.00018288707886258602","0.00018288707886258602","138:68;152:68;150:68","138:0.0022855057552761404;152:0.0020781542793837093;150:0.007294690785560193","138:0.002455666477344909;152:0.0021633668736398826;150:0.007800693467908071","0.0152587890625","Yes"
"152","213.10416114328893","269.7588560671874","0.01220703125","0.020263671875","0.004150390625","1560","0.0005354078092380511","24","0.0005354078092380511","0","0.0005354078092380511","0.0005354078092380511","151:68;153:68","151:0.0020781542793837093;153:0.002122573030714975","151:0.0021633668736398826;153:0.002314036340886755","0.01220703125","Yes"
"153","172.66791894778254","45.91603653728917","0.0169677734375","0.02001953125","0.013916015625","1560","0.0002685645937703191","24","0.0002685645937703191","0","0.0002685645937703191","0.0002685645937703191","152:68;154:68","152:0.002122573030714975;154:0.0017995904747886426","152:0.002314036340886755;154:0.002426178048115041","0.0169677734375","Yes"
"154","154.4283085377439","93.7779336913047","0.0067138671875","0.008544921875","0.0048828125","1560","0.0002905913443938604","24","0.0002905913443938604","0","0.0002905913443938604","0.0002905913443938604","153:68;155:68","153:0.0017995904747886426;155:0.0024393578910720526","153:0.002426178048115041;155:0.0022668263580254144","0.0067138671875","Yes"
"155","135.9955943141866","16.213992054412206","0.019775390625","0.02294921875","0.0166015625","1560","0.00014786034146004097","24","0.00014786034146004097","0","0.00014786034146004097","0.00014786034146004097","139:68;154:68","139:0.002705828409645117;154:0.0024393578910720526","139:0.0018379231433588994;154:0.0022668263580254144","0.019775390625","Yes"